report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed
6751,10-10-2020 10:00,10-08-2020 06:00,08-10-2020 12:59,Ludhiana,289,FIREARM OFFENSE,75,F,Knife,Fire Accident,4,Yes,25-12-2020 10:00
6753,10-10-2020 11:00,10-08-2020 08:00,09-10-2020 02:54,Delhi,227,FIREARM OFFENSE,67,M,Firearm,Fire Accident,19,Yes,23-12-2020 11:00
6754,08-10-2020 14:00,10-08-2020 09:00,08-10-2020 22:22,Chennai,141,FRAUD,32,F,Poison,Other Crime,1,Yes,28-12-2020 14:00
6755,08-10-2020 11:00,10-08-2020 10:00,08-10-2020 15:00,Mumbai,323,SEXUAL ASSAULT,67,M,Explosives,Violent Crime,18,Yes,02-09-2022 11:00
6760,09-10-2020 07:00,10-08-2020 15:00,08-10-2020 23:32,Nagpur,100,FIREARM OFFENSE,68,F,Knife,Fire Accident,11,Yes,25-12-2020 07:00
6762,10-10-2020 03:00,10-08-2020 17:00,08-10-2020 17:46,Kolkata,504,HOMICIDE,29,M,Explosives,Other Crime,2,Yes,16-04-2021 03:00
6770,09-10-2020 17:00,10-09-2020 01:00,09-10-2020 12:21,Lucknow,344,EXTORTION,38,F,Knife,Other Crime,17,Yes,03-12-2020 17:00
6772,12-10-2020 02:00,10-09-2020 03:00,09-10-2020 13:29,Visakhapatnam,193,SHOPLIFTING,34,M,Firearm,Other Crime,10,Yes,08-11-2020 02:00
6773,11-10-2020 01:00,10-09-2020 04:00,09-10-2020 09:58,Hyderabad,213,COUNTERFEITING,73,M,Blunt Object,Other Crime,6,Yes,02-11-2020 01:00
6774,10-10-2020 01:00,10-09-2020 05:00,10-10-2020 01:21,Kanpur,127,ARSON,76,M,Poison,Fire Accident,13,Yes,29-10-2020 01:00
6778,10-10-2020 03:00,10-09-2020 09:00,10-10-2020 08:06,Mumbai,394,TRAFFIC VIOLATION,13,M,Blunt Object,Traffic Fatality,6,Yes,26-10-2020 03:00
6780,12-10-2020 02:00,10-09-2020 11:00,10-10-2020 06:01,Bangalore,429,SEXUAL ASSAULT,59,F,Poison,Violent Crime,15,Yes,21-04-2022 02:00
6781,10-10-2020 10:00,10-09-2020 12:00,10-10-2020 05:10,Ahmedabad,406,CYBERCRIME,15,F,Blunt Object,Other Crime,15,Yes,14-12-2020 10:00
6785,11-10-2020 11:00,10-09-2020 16:00,10-10-2020 14:54,Bangalore,158,IDENTITY THEFT,49,F,Explosives,Violent Crime,18,Yes,31-12-2020 11:00
6786,12-10-2020 12:00,10-09-2020 17:00,09-10-2020 22:43,Delhi,518,BURGLARY,18,F,Knife,Other Crime,7,Yes,24-03-2021 12:00
6788,11-10-2020 17:00,10-09-2020 19:00,09-10-2020 19:53,Mumbai,108,FRAUD,70,F,Poison,Other Crime,7,Yes,19-12-2020 17:00
6791,10-10-2020 12:00,10-09-2020 22:00,10-10-2020 21:56,Nashik,361,DOMESTIC VIOLENCE,34,F,Explosives,Violent Crime,17,Yes,29-12-2020 12:00
6792,10-10-2020 15:00,10-09-2020 23:00,10-10-2020 02:29,Hyderabad,284,CYBERCRIME,68,M,Blunt Object,Other Crime,6,Yes,17-12-2020 15:00
6795,12-10-2020 06:00,10-10-2020 02:00,10-10-2020 05:11,Bangalore,576,SEXUAL ASSAULT,77,F,Knife,Violent Crime,10,Yes,23-10-2021 06:00
6803,12-10-2020 02:00,10-10-2020 10:00,10-10-2020 21:57,Srinagar,305,VANDALISM,27,M,Explosives,Other Crime,13,Yes,04-11-2020 02:00
6804,12-10-2020 11:00,10-10-2020 11:00,11-10-2020 03:18,Bangalore,458,ILLEGAL POSSESSION,52,F,Blunt Object,Other Crime,9,Yes,08-11-2020 11:00
6807,12-10-2020 23:00,10-10-2020 14:00,10-10-2020 23:07,Delhi,471,PUBLIC INTOXICATION,78,F,Explosives,Other Crime,13,Yes,23-10-2020 23:00
6809,10-10-2020 18:00,10-10-2020 16:00,11-10-2020 01:42,Hyderabad,153,SEXUAL ASSAULT,33,F,Knife,Violent Crime,9,Yes,08-01-2022 18:00
6810,11-10-2020 15:00,10-10-2020 17:00,10-10-2020 18:07,Lucknow,333,COUNTERFEITING,18,M,Blunt Object,Other Crime,3,Yes,12-11-2020 15:00
6811,12-10-2020 18:00,10-10-2020 18:00,11-10-2020 17:04,Hyderabad,262,SEXUAL ASSAULT,74,F,Knife,Violent Crime,8,Yes,17-05-2022 18:00
6814,12-10-2020 13:00,10-10-2020 21:00,11-10-2020 17:40,Hyderabad,563,BURGLARY,23,F,Firearm,Other Crime,17,Yes,04-12-2020 13:00
6815,13-10-2020 03:00,10-10-2020 22:00,11-10-2020 11:29,Nagpur,568,ROBBERY,37,F,Firearm,Violent Crime,1,Yes,08-01-2021 03:00
6816,11-10-2020 16:00,10-10-2020 23:00,11-10-2020 16:27,Chennai,115,CYBERCRIME,78,F,Poison,Other Crime,6,Yes,20-11-2020 16:00
6819,13-10-2020 03:00,10-11-2020 02:00,11-10-2020 15:25,Bangalore,459,ILLEGAL POSSESSION,58,M,Other,Other Crime,2,Yes,01-01-2021 03:00
6820,12-10-2020 11:00,10-11-2020 03:00,11-10-2020 04:46,Delhi,376,IDENTITY THEFT,14,F,Poison,Violent Crime,18,Yes,15-12-2020 11:00
6826,13-10-2020 03:00,10-11-2020 09:00,11-10-2020 18:05,Bhopal,368,PUBLIC INTOXICATION,21,F,Knife,Other Crime,9,Yes,23-10-2020 03:00
6829,11-10-2020 17:00,10-11-2020 12:00,11-10-2020 18:58,Surat,502,ASSAULT,19,M,Firearm,Violent Crime,14,Yes,02-01-2021 17:00
6832,12-10-2020 10:00,10-11-2020 15:00,11-10-2020 21:09,Lucknow,578,IDENTITY THEFT,61,F,Poison,Violent Crime,11,Yes,16-11-2020 10:00
6833,12-10-2020 12:00,10-11-2020 16:00,11-10-2020 19:30,Delhi,565,HOMICIDE,18,F,Other,Other Crime,5,Yes,05-10-2021 12:00
6835,14-10-2020 12:00,10-11-2020 18:00,12-10-2020 15:21,Mumbai,461,SEXUAL ASSAULT,19,F,Explosives,Violent Crime,19,Yes,25-06-2022 12:00
6837,12-10-2020 17:00,10-11-2020 20:00,12-10-2020 04:30,Nagpur,494,ILLEGAL POSSESSION,32,F,Firearm,Other Crime,10,Yes,18-12-2020 17:00
6842,12-10-2020 07:00,10-12-2020 01:00,12-10-2020 09:11,Ghaziabad,104,TRAFFIC VIOLATION,45,F,Firearm,Traffic Fatality,8,Yes,20-10-2020 07:00
6844,14-10-2020 10:00,10-12-2020 03:00,12-10-2020 09:50,Kalyan,515,KIDNAPPING,79,M,Other,Other Crime,1,Yes,11-11-2020 10:00
6845,13-10-2020 17:00,10-12-2020 04:00,12-10-2020 23:50,Delhi,222,ARSON,60,F,Knife,Fire Accident,8,Yes,01-12-2020 17:00
6846,13-10-2020 09:00,10-12-2020 05:00,13-10-2020 01:29,Jaipur,519,CYBERCRIME,73,F,Poison,Other Crime,7,Yes,25-10-2020 09:00
6849,13-10-2020 01:00,10-12-2020 08:00,13-10-2020 06:20,Surat,253,TRAFFIC VIOLATION,77,M,Explosives,Traffic Fatality,15,Yes,19-10-2020 01:00
6857,14-10-2020 15:00,10-12-2020 16:00,12-10-2020 20:29,Ludhiana,561,FIREARM OFFENSE,19,F,Poison,Fire Accident,4,Yes,15-12-2020 15:00
6858,15-10-2020 12:00,10-12-2020 17:00,13-10-2020 04:43,Delhi,144,ASSAULT,78,M,Knife,Violent Crime,11,Yes,17-11-2020 12:00
6859,15-10-2020 08:00,10-12-2020 18:00,13-10-2020 12:13,Delhi,542,HOMICIDE,44,F,Poison,Other Crime,16,Yes,05-06-2021 08:00
6862,14-10-2020 17:00,10-12-2020 21:00,13-10-2020 04:57,Kalyan,589,ARSON,64,F,Explosives,Fire Accident,1,Yes,25-12-2020 17:00
6864,15-10-2020 08:00,10-12-2020 23:00,13-10-2020 15:23,Faridabad,142,ILLEGAL POSSESSION,21,M,Explosives,Other Crime,16,Yes,09-11-2020 08:00
6866,13-10-2020 14:00,10-13-2020 01:00,13-10-2020 04:10,Delhi,414,FIREARM OFFENSE,19,M,Firearm,Fire Accident,15,Yes,09-01-2021 14:00
6867,13-10-2020 21:00,10-13-2020 02:00,13-10-2020 17:25,Jaipur,224,ROBBERY,78,F,Other,Violent Crime,2,Yes,15-12-2020 21:00
6869,15-10-2020 08:00,10-13-2020 04:00,13-10-2020 04:45,Visakhapatnam,394,DRUG OFFENSE,60,F,Blunt Object,Other Crime,3,Yes,25-11-2020 08:00
6870,15-10-2020 14:00,10-13-2020 05:00,13-10-2020 16:47,Visakhapatnam,101,DRUG OFFENSE,77,F,Blunt Object,Other Crime,4,Yes,07-12-2020 14:00
6874,16-10-2020 06:00,10-13-2020 09:00,13-10-2020 09:49,Hyderabad,432,ARSON,14,F,Other,Fire Accident,6,Yes,13-11-2020 06:00
6875,15-10-2020 10:00,10-13-2020 10:00,13-10-2020 17:57,Hyderabad,303,PUBLIC INTOXICATION,16,F,Poison,Other Crime,18,Yes,12-11-2020 10:00
6879,14-10-2020 01:00,10-13-2020 14:00,13-10-2020 17:24,Mumbai,380,HOMICIDE,50,F,Knife,Other Crime,5,Yes,13-12-2021 01:00
6881,13-10-2020 21:00,10-13-2020 16:00,14-10-2020 05:31,Delhi,513,ILLEGAL POSSESSION,16,F,Blunt Object,Other Crime,12,Yes,06-12-2020 21:00
6882,15-10-2020 10:00,10-13-2020 17:00,14-10-2020 09:35,Bangalore,484,HOMICIDE,14,M,Other,Other Crime,5,Yes,13-08-2022 10:00
6884,13-10-2020 23:00,10-13-2020 19:00,14-10-2020 00:40,Varanasi,545,CYBERCRIME,52,F,Firearm,Other Crime,12,Yes,26-11-2020 23:00
6885,14-10-2020 15:00,10-13-2020 20:00,14-10-2020 06:54,Delhi,562,DOMESTIC VIOLENCE,58,F,Blunt Object,Violent Crime,7,Yes,28-11-2020 15:00
6888,16-10-2020 03:00,10-13-2020 23:00,14-10-2020 00:53,Patna,266,ARSON,21,M,Firearm,Fire Accident,10,Yes,05-11-2020 03:00
6889,15-10-2020 15:00,10-14-2020 00:00,14-10-2020 12:25,Mumbai,447,VANDALISM,62,F,Poison,Other Crime,18,Yes,10-11-2020 15:00
6890,14-10-2020 13:00,10-14-2020 01:00,14-10-2020 07:43,Mumbai,169,ILLEGAL POSSESSION,60,M,Other,Other Crime,9,Yes,22-11-2020 13:00
6893,15-10-2020 17:00,10-14-2020 04:00,15-10-2020 02:38,Kolkata,420,HOMICIDE,10,F,Firearm,Other Crime,14,Yes,11-12-2021 17:00
6897,16-10-2020 03:00,10-14-2020 08:00,14-10-2020 23:55,Kanpur,488,HOMICIDE,12,F,Firearm,Other Crime,12,Yes,02-05-2021 03:00
6899,16-10-2020 09:00,10-14-2020 10:00,14-10-2020 11:09,Kolkata,455,ILLEGAL POSSESSION,40,F,Blunt Object,Other Crime,4,Yes,20-11-2020 09:00
6903,17-10-2020 06:00,10-14-2020 14:00,14-10-2020 16:47,Agra,361,BURGLARY,71,F,Firearm,Other Crime,14,Yes,21-03-2021 06:00
6906,15-10-2020 22:00,10-14-2020 17:00,15-10-2020 10:15,Hyderabad,310,VANDALISM,26,F,Explosives,Other Crime,17,Yes,28-10-2020 22:00
6907,15-10-2020 04:00,10-14-2020 18:00,15-10-2020 14:30,Chennai,529,KIDNAPPING,54,F,Blunt Object,Other Crime,6,Yes,07-12-2020 04:00
6910,16-10-2020 02:00,10-14-2020 21:00,15-10-2020 02:14,Hyderabad,300,IDENTITY THEFT,21,F,Explosives,Violent Crime,18,Yes,26-12-2020 02:00
6912,16-10-2020 12:00,10-14-2020 23:00,15-10-2020 12:26,Lucknow,387,BURGLARY,68,F,Blunt Object,Other Crime,17,Yes,12-02-2021 12:00
6914,15-10-2020 21:00,10-15-2020 01:00,15-10-2020 02:48,Delhi,336,ASSAULT,35,F,Poison,Violent Crime,10,Yes,20-11-2020 21:00
6918,15-10-2020 06:00,10-15-2020 05:00,16-10-2020 00:07,Varanasi,256,DRUG OFFENSE,76,F,Other,Other Crime,17,Yes,17-11-2020 06:00
6920,18-10-2020 01:00,10-15-2020 07:00,16-10-2020 00:02,Vasai,284,COUNTERFEITING,54,M,Knife,Other Crime,18,Yes,08-11-2020 01:00
6924,17-10-2020 18:00,10-15-2020 11:00,16-10-2020 06:30,Nagpur,407,ASSAULT,19,M,Other,Violent Crime,4,Yes,10-01-2021 18:00
6930,17-10-2020 18:00,10-15-2020 17:00,16-10-2020 04:07,Mumbai,312,SHOPLIFTING,29,F,Poison,Other Crime,15,Yes,04-12-2020 18:00
6932,18-10-2020 07:00,10-15-2020 19:00,16-10-2020 06:41,Mumbai,235,KIDNAPPING,55,F,Knife,Other Crime,6,Yes,08-01-2021 07:00
6935,16-10-2020 08:00,10-15-2020 22:00,16-10-2020 17:40,Mumbai,543,VANDALISM,51,F,Poison,Other Crime,9,Yes,05-01-2021 08:00
6939,16-10-2020 17:00,10-16-2020 02:00,17-10-2020 00:39,Delhi,121,VANDALISM,62,F,Blunt Object,Other Crime,9,Yes,30-11-2020 17:00
6946,17-10-2020 21:00,10-16-2020 09:00,16-10-2020 19:03,Agra,105,TRAFFIC VIOLATION,67,F,Firearm,Traffic Fatality,8,Yes,08-11-2020 21:00
6948,18-10-2020 14:00,10-16-2020 11:00,17-10-2020 07:21,Delhi,447,FIREARM OFFENSE,78,M,Knife,Fire Accident,3,Yes,18-11-2020 14:00
6951,16-10-2020 18:00,10-16-2020 14:00,17-10-2020 00:09,Kolkata,366,BURGLARY,53,M,Explosives,Other Crime,13,Yes,10-03-2021 18:00
6953,19-10-2020 03:00,10-16-2020 16:00,17-10-2020 02:49,Nagpur,470,ROBBERY,53,F,Other,Violent Crime,16,Yes,06-04-2021 03:00
6954,18-10-2020 22:00,10-16-2020 17:00,17-10-2020 12:21,Mumbai,561,CYBERCRIME,46,F,Other,Other Crime,17,Yes,14-12-2020 22:00
6955,17-10-2020 14:00,10-16-2020 18:00,16-10-2020 18:39,Delhi,382,ROBBERY,37,F,Poison,Violent Crime,14,Yes,16-01-2021 14:00
6957,18-10-2020 11:00,10-16-2020 20:00,16-10-2020 21:13,Mumbai,298,VEHICLE - STOLEN,42,M,Other,Violent Crime,19,Yes,17-11-2020 11:00
6959,18-10-2020 01:00,10-16-2020 22:00,17-10-2020 06:23,Mumbai,475,ASSAULT,39,M,Explosives,Violent Crime,14,Yes,03-11-2020 01:00
6960,19-10-2020 05:00,10-16-2020 23:00,17-10-2020 09:52,Mumbai,186,ARSON,37,F,Poison,Fire Accident,10,Yes,08-11-2020 05:00
6961,18-10-2020 23:00,10-17-2020 00:00,17-10-2020 05:43,Jaipur,437,IDENTITY THEFT,39,M,Poison,Violent Crime,11,Yes,06-11-2020 23:00
6964,18-10-2020 00:00,10-17-2020 03:00,17-10-2020 09:07,Ahmedabad,281,ROBBERY,47,M,Other,Violent Crime,8,Yes,23-02-2021 00:00
6966,17-10-2020 08:00,10-17-2020 05:00,17-10-2020 07:16,Delhi,193,VEHICLE - STOLEN,35,F,Knife,Violent Crime,11,Yes,21-11-2020 08:00
6968,19-10-2020 10:00,10-17-2020 07:00,17-10-2020 10:47,Visakhapatnam,131,ASSAULT,13,F,Poison,Violent Crime,16,Yes,20-11-2020 10:00
6970,19-10-2020 22:00,10-17-2020 09:00,18-10-2020 07:47,Chennai,136,KIDNAPPING,33,M,Knife,Other Crime,15,Yes,17-12-2020 22:00
6975,18-10-2020 23:00,10-17-2020 14:00,17-10-2020 14:11,Bangalore,319,SEXUAL ASSAULT,67,F,Firearm,Violent Crime,3,Yes,16-11-2021 23:00
6978,20-10-2020 16:00,10-17-2020 17:00,18-10-2020 12:10,Delhi,578,KIDNAPPING,33,M,Blunt Object,Other Crime,3,Yes,02-01-2021 16:00
6981,20-10-2020 18:00,10-17-2020 20:00,18-10-2020 07:21,Jaipur,542,SEXUAL ASSAULT,18,F,Explosives,Violent Crime,9,Yes,02-09-2021 18:00
6984,18-10-2020 16:00,10-17-2020 23:00,18-10-2020 19:18,Agra,337,ARSON,10,M,Knife,Fire Accident,16,Yes,29-12-2020 16:00
6986,19-10-2020 10:00,10-18-2020 01:00,18-10-2020 11:23,Bangalore,544,VANDALISM,19,F,Firearm,Other Crime,13,Yes,01-01-2021 10:00
6991,20-10-2020 01:00,10-18-2020 06:00,18-10-2020 22:45,Bangalore,402,TRAFFIC VIOLATION,22,F,Explosives,Traffic Fatality,2,Yes,05-11-2020 01:00
6995,21-10-2020 01:00,10-18-2020 10:00,18-10-2020 17:37,Chennai,368,COUNTERFEITING,69,F,Poison,Other Crime,10,Yes,27-12-2020 01:00
6998,20-10-2020 20:00,10-18-2020 13:00,18-10-2020 23:25,Ahmedabad,238,ARSON,74,F,Other,Fire Accident,4,Yes,31-10-2020 20:00
6999,21-10-2020 00:00,10-18-2020 14:00,19-10-2020 03:14,Mumbai,519,DOMESTIC VIOLENCE,19,M,Blunt Object,Violent Crime,15,Yes,01-01-2021 00:00
7004,21-10-2020 18:00,10-18-2020 19:00,19-10-2020 06:27,Indore,163,TRAFFIC VIOLATION,39,F,Knife,Traffic Fatality,15,Yes,01-11-2020 18:00
7006,20-10-2020 10:00,10-18-2020 21:00,19-10-2020 08:34,Pune,357,VEHICLE - STOLEN,70,M,Knife,Violent Crime,17,Yes,27-10-2020 10:00
7010,20-10-2020 07:00,10-19-2020 01:00,19-10-2020 12:35,Jaipur,272,COUNTERFEITING,75,F,Explosives,Other Crime,8,Yes,03-01-2021 07:00
7016,20-10-2020 21:00,10-19-2020 07:00,19-10-2020 09:23,Surat,151,FIREARM OFFENSE,43,F,Other,Fire Accident,10,Yes,06-11-2020 21:00
7020,20-10-2020 01:00,10-19-2020 11:00,20-10-2020 02:59,Delhi,353,ROBBERY,29,F,Knife,Violent Crime,18,Yes,17-12-2020 01:00
7022,20-10-2020 16:00,10-19-2020 13:00,19-10-2020 19:22,Pune,300,ILLEGAL POSSESSION,10,M,Other,Other Crime,19,Yes,20-12-2020 16:00
7030,22-10-2020 08:00,10-19-2020 21:00,20-10-2020 04:58,Rajkot,329,FIREARM OFFENSE,61,F,Other,Fire Accident,11,Yes,11-12-2020 08:00
7031,21-10-2020 22:00,10-19-2020 22:00,19-10-2020 22:39,Ahmedabad,346,PUBLIC INTOXICATION,71,F,Knife,Other Crime,9,Yes,30-10-2020 22:00
7034,22-10-2020 20:00,10-20-2020 01:00,20-10-2020 13:44,Bangalore,315,CYBERCRIME,67,F,Explosives,Other Crime,16,Yes,05-11-2020 20:00
7035,21-10-2020 05:00,10-20-2020 02:00,20-10-2020 11:50,Ahmedabad,146,ROBBERY,23,F,Blunt Object,Violent Crime,3,Yes,02-02-2021 05:00
7041,20-10-2020 17:00,10-20-2020 08:00,20-10-2020 23:36,Pune,336,ARSON,10,M,Poison,Fire Accident,3,Yes,27-11-2020 17:00
7042,23-10-2020 00:00,10-20-2020 09:00,21-10-2020 03:43,Thane,563,PUBLIC INTOXICATION,59,F,Other,Other Crime,11,Yes,20-11-2020 00:00
7044,22-10-2020 04:00,10-20-2020 11:00,20-10-2020 22:25,Thane,247,DRUG OFFENSE,37,F,Other,Other Crime,13,Yes,19-12-2020 04:00
7047,21-10-2020 22:00,10-20-2020 14:00,20-10-2020 16:14,Mumbai,196,VEHICLE - STOLEN,27,F,Other,Violent Crime,3,Yes,01-11-2020 22:00
7048,22-10-2020 14:00,10-20-2020 15:00,21-10-2020 14:36,Bangalore,287,TRAFFIC VIOLATION,51,F,Explosives,Traffic Fatality,6,Yes,11-11-2020 14:00
7049,23-10-2020 00:00,10-20-2020 16:00,20-10-2020 17:27,Delhi,564,SEXUAL ASSAULT,53,F,Blunt Object,Violent Crime,12,Yes,21-01-2022 00:00
7051,21-10-2020 13:00,10-20-2020 18:00,21-10-2020 03:33,Bangalore,113,VEHICLE - STOLEN,61,M,Explosives,Violent Crime,9,Yes,10-11-2020 13:00
7052,22-10-2020 15:00,10-20-2020 19:00,20-10-2020 21:02,Bangalore,513,PUBLIC INTOXICATION,36,F,Poison,Other Crime,1,Yes,25-10-2020 15:00
7055,22-10-2020 16:00,10-20-2020 22:00,21-10-2020 21:25,Delhi,312,SHOPLIFTING,17,F,Blunt Object,Other Crime,14,Yes,09-12-2020 16:00
7056,21-10-2020 11:00,10-20-2020 23:00,21-10-2020 06:39,Kanpur,317,FRAUD,74,F,Poison,Other Crime,10,Yes,31-10-2020 11:00
7061,23-10-2020 11:00,10-21-2020 04:00,21-10-2020 11:10,Chennai,386,KIDNAPPING,78,F,Firearm,Other Crime,6,Yes,14-11-2020 11:00
7062,22-10-2020 06:00,10-21-2020 05:00,21-10-2020 11:33,Hyderabad,440,ASSAULT,41,F,Blunt Object,Violent Crime,3,Yes,19-01-2021 06:00
7064,23-10-2020 01:00,10-21-2020 07:00,22-10-2020 05:55,Bangalore,467,HOMICIDE,39,F,Blunt Object,Other Crime,11,Yes,06-05-2021 01:00
7065,24-10-2020 02:00,10-21-2020 08:00,21-10-2020 17:54,Kolkata,454,VANDALISM,50,F,Blunt Object,Other Crime,9,Yes,22-11-2020 02:00
7068,24-10-2020 01:00,10-21-2020 11:00,21-10-2020 17:12,Visakhapatnam,211,IDENTITY THEFT,49,F,Blunt Object,Violent Crime,6,Yes,18-11-2020 01:00
7071,22-10-2020 05:00,10-21-2020 14:00,22-10-2020 03:13,Ahmedabad,236,DRUG OFFENSE,77,F,Firearm,Other Crime,8,Yes,30-12-2020 05:00
7072,23-10-2020 12:00,10-21-2020 15:00,21-10-2020 22:02,Kolkata,136,FIREARM OFFENSE,14,F,Blunt Object,Fire Accident,12,Yes,02-12-2020 12:00
7073,22-10-2020 14:00,10-21-2020 16:00,22-10-2020 12:03,Pune,571,ASSAULT,28,F,Other,Violent Crime,10,Yes,16-12-2020 14:00
7074,23-10-2020 18:00,10-21-2020 17:00,22-10-2020 00:03,Delhi,399,HOMICIDE,44,M,Poison,Other Crime,7,Yes,15-09-2022 18:00
7075,23-10-2020 08:00,10-21-2020 18:00,22-10-2020 05:21,Kalyan,317,BURGLARY,51,F,Knife,Other Crime,15,Yes,03-02-2021 08:00
7081,24-10-2020 22:00,10-22-2020 00:00,22-10-2020 15:15,Delhi,235,DRUG OFFENSE,55,M,Firearm,Other Crime,5,Yes,01-01-2021 22:00
7083,22-10-2020 03:00,10-22-2020 02:00,22-10-2020 14:34,Nagpur,256,ASSAULT,71,F,Other,Violent Crime,7,Yes,16-01-2021 03:00
7084,23-10-2020 04:00,10-22-2020 03:00,22-10-2020 23:02,Jaipur,386,EXTORTION,10,M,Poison,Other Crime,16,Yes,10-01-2021 04:00
7085,25-10-2020 00:00,10-22-2020 04:00,23-10-2020 00:30,Nagpur,389,VEHICLE - STOLEN,10,F,Poison,Violent Crime,2,Yes,11-01-2021 00:00
7089,25-10-2020 01:00,10-22-2020 08:00,22-10-2020 15:26,Faridabad,235,VANDALISM,57,M,Firearm,Other Crime,14,Yes,10-12-2020 01:00
7091,25-10-2020 04:00,10-22-2020 10:00,22-10-2020 22:59,Nagpur,408,DOMESTIC VIOLENCE,27,M,Blunt Object,Violent Crime,5,Yes,05-11-2020 04:00
7092,22-10-2020 16:00,10-22-2020 11:00,22-10-2020 12:51,Bangalore,320,DRUG OFFENSE,54,M,Other,Other Crime,19,Yes,29-12-2020 16:00
7093,24-10-2020 07:00,10-22-2020 12:00,22-10-2020 15:34,Mumbai,248,COUNTERFEITING,73,M,Firearm,Other Crime,18,Yes,26-11-2020 07:00
7096,25-10-2020 02:00,10-22-2020 15:00,23-10-2020 00:37,Pune,230,BURGLARY,73,F,Other,Other Crime,13,Yes,20-02-2021 02:00
7098,23-10-2020 11:00,10-22-2020 17:00,23-10-2020 07:41,Delhi,368,FIREARM OFFENSE,38,F,Poison,Fire Accident,5,Yes,18-11-2020 11:00
7099,23-10-2020 00:00,10-22-2020 18:00,22-10-2020 23:24,Indore,245,FIREARM OFFENSE,56,M,Explosives,Fire Accident,15,Yes,11-12-2020 00:00
7100,24-10-2020 09:00,10-22-2020 19:00,23-10-2020 14:18,Bangalore,165,IDENTITY THEFT,35,F,Blunt Object,Violent Crime,16,Yes,11-12-2020 09:00
7104,23-10-2020 16:00,10-22-2020 23:00,23-10-2020 02:48,Chennai,147,BURGLARY,10,M,Poison,Other Crime,15,Yes,06-02-2021 16:00
7109,25-10-2020 17:00,10-23-2020 04:00,23-10-2020 13:23,Mumbai,367,ASSAULT,21,F,Other,Violent Crime,4,Yes,15-12-2020 17:00
7110,24-10-2020 21:00,10-23-2020 05:00,23-10-2020 11:21,Jaipur,140,IDENTITY THEFT,34,M,Blunt Object,Violent Crime,8,Yes,14-11-2020 21:00
7113,25-10-2020 08:00,10-23-2020 08:00,23-10-2020 10:56,Mumbai,220,IDENTITY THEFT,68,M,Poison,Violent Crime,10,Yes,20-11-2020 08:00
7116,25-10-2020 06:00,10-23-2020 11:00,23-10-2020 18:25,Delhi,461,EXTORTION,61,M,Poison,Other Crime,6,Yes,12-11-2020 06:00
7117,25-10-2020 10:00,10-23-2020 12:00,24-10-2020 08:18,Nagpur,357,SEXUAL ASSAULT,18,F,Blunt Object,Violent Crime,7,Yes,13-06-2021 10:00
7119,26-10-2020 11:00,10-23-2020 14:00,24-10-2020 13:48,Lucknow,154,IDENTITY THEFT,23,M,Explosives,Violent Crime,9,Yes,18-12-2020 11:00
7120,26-10-2020 12:00,10-23-2020 15:00,24-10-2020 05:08,Faridabad,503,ASSAULT,47,F,Explosives,Violent Crime,14,Yes,29-12-2020 12:00
7122,24-10-2020 13:00,10-23-2020 17:00,23-10-2020 19:34,Ahmedabad,213,ILLEGAL POSSESSION,15,F,Blunt Object,Other Crime,3,Yes,27-12-2020 13:00
7124,23-10-2020 22:00,10-23-2020 19:00,24-10-2020 18:36,Indore,465,VEHICLE - STOLEN,34,F,Blunt Object,Violent Crime,15,Yes,03-01-2021 22:00
7125,24-10-2020 21:00,10-23-2020 20:00,24-10-2020 03:54,Ludhiana,516,VEHICLE - STOLEN,73,F,Firearm,Violent Crime,16,Yes,16-01-2021 21:00
7126,25-10-2020 16:00,10-23-2020 21:00,24-10-2020 15:02,Meerut,195,DRUG OFFENSE,15,F,Explosives,Other Crime,15,Yes,23-11-2020 16:00
7130,26-10-2020 17:00,10-24-2020 01:00,24-10-2020 08:44,Delhi,533,SHOPLIFTING,57,F,Explosives,Other Crime,7,Yes,16-01-2021 17:00
7131,24-10-2020 15:00,10-24-2020 02:00,24-10-2020 03:56,Bangalore,304,KIDNAPPING,60,F,Firearm,Other Crime,7,Yes,30-12-2020 15:00
7132,24-10-2020 07:00,10-24-2020 03:00,24-10-2020 05:34,Ghaziabad,231,HOMICIDE,64,M,Poison,Other Crime,11,Yes,13-07-2022 07:00
7133,24-10-2020 14:00,10-24-2020 04:00,24-10-2020 09:35,Ahmedabad,587,ARSON,37,F,Blunt Object,Fire Accident,15,Yes,14-11-2020 14:00
7135,25-10-2020 08:00,10-24-2020 06:00,25-10-2020 05:19,Kolkata,382,HOMICIDE,10,F,Explosives,Other Crime,3,Yes,01-07-2022 08:00
7140,24-10-2020 20:00,10-24-2020 11:00,24-10-2020 22:27,Faridabad,491,HOMICIDE,32,F,Other,Other Crime,11,Yes,28-07-2022 20:00
7148,25-10-2020 22:00,10-24-2020 19:00,24-10-2020 22:07,Thane,178,ROBBERY,60,M,Firearm,Violent Crime,16,Yes,24-03-2021 22:00
7149,26-10-2020 20:00,10-24-2020 20:00,24-10-2020 21:41,Jaipur,466,FRAUD,15,M,Other,Other Crime,2,Yes,03-11-2020 20:00
